"metric","1stQ","3rdQ","avg","median","min","max","max-min","stddev","u-fence","threshold"
"MLOC",2.0,9.0,6.589285714285714,3.0,0.0,45.0,45.0,8.02401926742961,19.5,30.0
"CYCLO",1.0,1.0,1.5357142857142858,1.0,1.0,7.0,6.0,1.2951045974620534,1.0,10.0
"CALLS",0.0,1.0,0.7857142857142857,0.0,0.0,5.0,5.0,1.2351154618421845,2.5,5.0
"NBD",1.0,2.0,1.4107142857142858,2.0,0.0,2.0,2.0,0.818901391985579,3.5,3.0
"PARAM",0.0,1.5,1.0,1.0,0.0,3.0,3.0,0.8451542547285166,3.75,4.0
